consensus_start	consensus_stop	note	note
3240648	3240677	30 bp;mummer_exact	mummer_exact
3242925	3242945	21 bp;mummer_exact	mummer_exact
3243593	3243622	30 bp;mummer_repeat	ID=to_be_set;note=repeated+at+85275..85246+%28100%+in+30+bp%29;colour=1
3245780	3245810	31 bp;mummer_exact	mummer_exact
3259414	3259436	23 bp;mummer_exact	mummer_exact
3259458	3259485	28 bp;mummer_exact	mummer_exact
3262992	3263011	20 bp;mummer_exact	mummer_exact
3264295	3264316	22 bp;mummer_exact	mummer_exact
3264666	3264688	23 bp;mummer_exact	mummer_exact
3264912	3264931	20 bp;mummer_exact	mummer_exact
3271594	3271716	123 bp;mummer_exact	mummer_exact
3271734	3272007	274 bp;mummer_exact	mummer_exact
3283181	3283200	20 bp;mummer_exact	mummer_exact
3289625	3289644	20 bp;mummer_exact	mummer_exact
3296766	3296785	20 bp;mummer_exact	mummer_exact
3299342	3299401	60 bp;mummer_exact	mummer_exact
3300517	3300551	35 bp;mummer_exact	mummer_exact
3302056	3302076	21 bp;mummer_exact	mummer_exact
3302101	3302121	21 bp;mummer_exact	mummer_exact
3302873	3302898	26 bp;mummer_exact	mummer_exact
3303393	3303412	20 bp;mummer_exact	mummer_exact
3309258	3309288	31 bp;mummer_repeat	ID=to_be_set;note=repeated+at+2640297..2640327+%28100%+in+31+bp%29;colour=1
3309339	3309381	43 bp;mummer_exact	mummer_exact
3310880	3310902	23 bp;mummer_exact	mummer_exact
3314314	3314390	77 bp;mummer_repeat	ID=to_be_set;note=repeated+at+2996783..2996707+%28100%+in+77+bp%29;colour=2
3316092	3316112	21 bp;mummer_repeat	ID=to_be_set;note=repeated+at+502752..502732+%28100%+in+21+bp%29;colour=1
3316156	3316207	52 bp;mummer_exact	mummer_exact
3324614	3324658	45 bp;mummer_exact	mummer_exact
3324699	3324719	21 bp;mummer_exact	mummer_exact
3328028	3328048	21 bp;mummer_repeat	ID=to_be_set;note=repeated+at+2170268..2170248+%28100%+in+21+bp%29;colour=1
3331084	3331103	20 bp;mummer_exact	mummer_exact
3337259	3337279	21 bp;mummer_repeat	ID=to_be_set;note=repeated+at+2399907..2399887+%28100%+in+21+bp%29;colour=1
3343368	3343387	20 bp;mummer_exact	mummer_exact
3354405	3354424	20 bp;mummer_exact	mummer_exact
3354859	3354880	22 bp;mummer_exact	mummer_exact
3362552	3362621	70 bp;mummer_repeat	ID=to_be_set;note=repeated+at+4589900..4589930+%28100%+in+31+bp%29;colour=1
3372341	3372445	105 bp;mummer_exact	mummer_exact
3372484	3375617	3134 bp;mummer_exact	mummer_exact
3387881	3387913	33 bp;mummer_exact	mummer_exact
3393387	3393427	41 bp;mummer_exact	mummer_exact
3407680	3407699	20 bp;mummer_exact	mummer_exact
3409146	3409167	22 bp;mummer_exact	mummer_exact
3412292	3412311	20 bp;mummer_exact	mummer_exact
3413742	3413779	38 bp;mummer_exact	mummer_exact
3413839	3413860	22 bp;mummer_exact	mummer_exact
3414861	3414889	29 bp;mummer_exact	mummer_exact
3415815	3415834	20 bp;mummer_exact	mummer_exact
3417431	3417451	21 bp;mummer_exact	mummer_exact
3417629	3417834	206 bp;mummer_exact	mummer_exact
3417899	3418045	147 bp;mummer_exact	mummer_exact
3418124	3418162	39 bp;mummer_exact	mummer_exact
3420073	3421667	1595 bp;mummer_exact	mummer_exact
3421851	3423639	1789 bp;mummer_exact	mummer_exact
3423717	3423759	43 bp;mummer_exact	mummer_exact
3431423	3431445	23 bp;mummer_exact	mummer_exact
3431462	3431484	23 bp;mummer_exact	mummer_exact
3432233	3432252	20 bp;mummer_exact	mummer_exact
3436010	3436030	21 bp;mummer_repeat	ID=to_be_set;note=repeated+at+3137197..3137217+%28100%+in+21+bp%29;colour=1
3436447	3436467	21 bp;mummer_repeat	ID=to_be_set;note=repeated+at+3601778..3601758+%28100%+in+21+bp%29;colour=1
3443840	3443860	21 bp;mummer_repeat	ID=to_be_set;note=repeated+at+2577953..2577933+%28100%+in+21+bp%29;colour=1
3449817	3449849	33 bp;mummer_exact	mummer_exact
3454231	3454250	20 bp;mummer_exact	mummer_exact
3458936	3458956	21 bp;mummer_repeat	ID=to_be_set;note=repeated+at+2418528..2418508+%28100%+in+21+bp%29;colour=1
3461693	3461730	38 bp;mummer_exact	mummer_exact
3463852	3463871	20 bp;mummer_exact	mummer_exact
3463987	3464012	26 bp;mummer_repeat	ID=to_be_set;note=repeated+at+3479060..3479084+%28100%+in+25+bp%29;colour=1
3471594	3471622	29 bp;mummer_exact	mummer_exact
3479058	3479085	28 bp;mummer_exact	mummer_exact
3479594	3479620	27 bp;mummer_repeat	ID=to_be_set;note=repeated+at+3926312..3926286+%28100%+in+27+bp%29;colour=1
3479643	3479664	22 bp;mummer_exact	mummer_exact
3479751	3479837	87 bp;mummer_exact	mummer_exact
3479909	3479928	20 bp;mummer_exact	mummer_exact
3480040	3480060	21 bp;mummer_repeat	ID=to_be_set;note=repeated+at+2823286..2823306+%28100%+in+21+bp%29;colour=1
3488741	3488763	23 bp;mummer_exact	mummer_exact
3497957	3497982	26 bp;mummer_exact	mummer_exact
3499825	3499847	23 bp;mummer_exact	mummer_exact
3505630	3505649	20 bp;mummer_exact	mummer_exact
3511665	3511697	33 bp;mummer_exact	mummer_exact
3515397	3549055	33.6kb phage ST35	
3550406	3550621	216 bp;mummer_exact	mummer_exact
3550746	3550774	29 bp;mummer_exact	mummer_exact
3550845	3550967	123 bp;mummer_exact	mummer_exact
3550990	3551125	136 bp;mummer_repeat	ID=to_be_set;note=repeated+at+1025736..1025764+%28100%+in+29+bp%29;colour=1
3552716	3552837	122 bp;mummer_exact	mummer_exact
3554484	3556078	1595 bp;mummer_exact	mummer_exact
3556262	3558161	1900 bp;mummer_exact	mummer_exact
3569912	3569931	20 bp;mummer_exact	mummer_exact
3571093	3571112	20 bp;mummer_exact	mummer_exact
3573112	3573131	20 bp;mummer_exact	mummer_exact
3577822	3577841	20 bp;mummer_exact	mummer_exact
3586826	3586847	22 bp;mummer_exact	mummer_exact
3589421	3590507	1087 bp;mummer_exact	mummer_exact
3590530	3590591	62 bp;mummer_exact	mummer_exact
3590750	3590794	45 bp;mummer_repeat	ID=to_be_set;note=repeated+at+378123..378102+%28100%+in+22+bp%29;colour=1
3590993	3591012	20 bp;mummer_exact	mummer_exact
3591031	3591079	49 bp;mummer_exact	mummer_exact
3594647	3594722	76 bp;mummer_exact	mummer_exact
3594756	3594892	137 bp;mummer_exact	mummer_exact
3596539	3598271	1733 bp;mummer_exact	mummer_exact
3598478	3600266	1789 bp;mummer_exact	mummer_exact
3600344	3600386	43 bp;mummer_exact	mummer_exact
3601758	3601778	21 bp;mummer_repeat	ID=to_be_set;note=repeated+at+3436467..3436447+%28100%+in+21+bp%29;colour=1
3608380	3608399	20 bp;mummer_exact	mummer_exact
3608513	3608532	20 bp;mummer_exact	mummer_exact
3609822	3609842	21 bp;mummer_exact	mummer_exact
3609865	3609884	20 bp;mummer_exact	mummer_exact
3612983	3613004	22 bp;mummer_exact	mummer_exact
3620977	3620996	20 bp;mummer_exact	mummer_exact
3633270	3633291	22 bp;mummer_exact	mummer_exact
3637850	3637869	20 bp;mummer_exact	mummer_exact
3643811	3643842	32 bp;mummer_exact	mummer_exact
3647912	3647932	21 bp;mummer_exact	mummer_exact
3648016	3648036	21 bp;mummer_exact	mummer_exact
3651086	3651105	20 bp;mummer_exact	mummer_exact
3653101	3653138	38 bp;mummer_repeat	ID=to_be_set;note=repeated+at+3077615..3077583+%28100%+in+33+bp%29;colour=1
3655178	3655205	28 bp;mummer_exact	mummer_exact
3662318	3662338	21 bp;mummer_exact	mummer_exact
3665357	3665415	59 bp;mummer_exact	mummer_exact
3669965	3670002	38 bp;mummer_exact	mummer_exact
3670168	3670226	59 bp;mummer_exact	mummer_exact
3672100	3672132	33 bp;mummer_exact	mummer_exact
3676932	3676951	20 bp;mummer_exact	mummer_exact
3679960	3679980	21 bp;mummer_repeat	ID=to_be_set;note=repeated+at+2701562..2701542+%28100%+in+21+bp%29;colour=1
3684159	3684179	21 bp;mummer_repeat	ID=to_be_set;note=repeated+at+242210..242230+%28100%+in+21+bp%29;colour=1
3685449	3685469	21 bp;mummer_repeat	ID=to_be_set;note=repeated+at+2840602..2840622+%28100%+in+21+bp%29;colour=1
3690291	3690310	20 bp;mummer_exact	mummer_exact
3690326	3690358	33 bp;mummer_exact	mummer_exact
3691607	3691626	20 bp;mummer_exact	mummer_exact
3691852	3691871	20 bp;mummer_exact	mummer_exact
3691913	3691932	20 bp;mummer_exact	mummer_exact
3693099	3693118	20 bp;mummer_exact	mummer_exact
3698248	3698267	20 bp;mummer_exact	mummer_exact
3698662	3698693	32 bp;mummer_exact	mummer_exact
3698782	3698814	33 bp;mummer_exact	mummer_exact
3699004	3699023	20 bp;mummer_exact	mummer_exact
3699190	3699209	20 bp;mummer_exact	mummer_exact
3714745	3714764	20 bp;mummer_exact	mummer_exact
3717743	3717772	30 bp;mummer_exact	mummer_exact
3717893	3717918	26 bp;mummer_exact	mummer_exact
3719159	3719188	30 bp;mummer_exact	mummer_exact
3719309	3719334	26 bp;mummer_exact	mummer_exact
3721324	3721355	32 bp;mummer_repeat	ID=to_be_set;note=repeated+at+3721355..3721324+%28100%+in+32+bp%29;colour=1
3727888	3727907	20 bp;mummer_exact	mummer_exact
3732745	3732778	34 bp;mummer_exact	mummer_exact
3734441	3734461	21 bp;mummer_repeat	ID=to_be_set;note=repeated+at+2224138..2224158+%28100%+in+21+bp%29;colour=1
3736109	3736135	27 bp;mummer_exact	mummer_exact
3738790	3738809	20 bp;mummer_exact	mummer_exact
3743648	3743723	76 bp;mummer_exact	mummer_exact
3743757	3743893	137 bp;mummer_exact	mummer_exact
3745540	3747272	1733 bp;mummer_exact	mummer_exact
3747479	3749267	1789 bp;mummer_exact	mummer_exact
3749345	3749387	43 bp;mummer_exact	mummer_exact
3753022	3753041	20 bp;mummer_exact	mummer_exact
3753951	3753970	20 bp;mummer_exact	mummer_exact
3767340	3767360	21 bp;mummer_exact	mummer_exact
3773118	3773137	20 bp;mummer_exact	mummer_exact
3778168	3778202	35 bp;mummer_repeat	ID=to_be_set;note=repeated+at+4111653..4111684+%28100%+in+32+bp%29;colour=1
3788826	3788851	26 bp;mummer_exact	mummer_exact
3790896	3790917	22 bp;mummer_exact	mummer_exact
3790953	3790974	22 bp;mummer_exact	mummer_exact
3792871	3792906	36 bp;mummer_exact	mummer_exact
3794480	3794513	34 bp;mummer_exact	mummer_exact
3796463	3796483	21 bp;mummer_repeat	ID=to_be_set;note=repeated+at+1654525..1654545+%28100%+in+21+bp%29;colour=1
3800491	3800549	59 bp;mummer_exact	mummer_exact
3801966	3802012	47 bp;mummer_exact	mummer_exact
3802040	3802074	35 bp;mummer_exact	mummer_exact
3807717	3807739	23 bp;mummer_exact	mummer_exact
3807756	3807783	28 bp;mummer_exact	mummer_exact
3830135	3833615	3481 bp;mummer_exact	mummer_exact
3841208	3841232	25 bp;mummer_exact	mummer_exact
3842877	3842906	30 bp;mummer_exact	mummer_exact
3845371	3845392	22 bp;mummer_exact	mummer_exact
3850387	3850408	22 bp;mummer_repeat	ID=to_be_set;note=repeated+at+3850635..3850656+%28100%+in+22+bp%29;colour=1
3850635	3850656	22 bp;mummer_repeat	ID=to_be_set;note=repeated+at+3850387..3850408+%28100%+in+22+bp%29;colour=1
3851890	3851913	24 bp;mummer_exact	mummer_exact
3854895	3854914	20 bp;mummer_exact	mummer_exact
3857565	3857631	67 bp;mummer_exact	mummer_exact
3861737	3861756	20 bp;mummer_exact	mummer_exact
3876354	3876383	30 bp;mummer_exact	mummer_exact
3877451	3877506	56 bp;mummer_exact	mummer_exact
3881440	3881495	56 bp;mummer_exact	mummer_exact
3884861	3884880	20 bp;mummer_exact	mummer_exact
3886179	3886202	24 bp;mummer_repeat	ID=to_be_set;note=repeated+at+4657402..4657425+%28100%+in+24+bp%29;colour=1
3888040	3888238	199 bp;mummer_exact	mummer_exact
3892291	3892328	38 bp;mummer_exact	mummer_exact
3892360	3892385	26 bp;mummer_exact	mummer_exact
3895720	3895757	38 bp;camila	ID=to_be_set;note=Similar to the inverted repeat sequence of IS1351
3896043	3896119	77 bp;mummer_exact	mummer_exact
3896154	3896189	36 bp;mummer_exact	mummer_exact
3904436	3904455	20 bp;mummer_exact	mummer_exact
3904571	3904597	27 bp;mummer_exact	mummer_exact
3924858	3924877	20 bp;mummer_exact	mummer_exact
3926286	3926312	27 bp;mummer_repeat	ID=to_be_set;note=repeated+at+3479620..3479594+%28100%+in+27+bp%29;colour=1
3946259	3946463	205 bp;mummer_exact	mummer_exact
3947446	3947465	20 bp;mummer_exact	mummer_exact
3952154	3952173	20 bp;mummer_exact	mummer_exact
3955624	3955643	20 bp;mummer_exact	mummer_exact
3959031	3959064	34 bp;mummer_exact	mummer_exact
3961695	3961714	20 bp;mummer_exact	mummer_exact
3965400	3965446	47 bp;mummer_exact	mummer_exact
3966053	3966311	259 bp;mummer_exact	mummer_exact
3966336	3966584	249 bp;mummer_exact	mummer_exact
3966609	3966682	74 bp;mummer_exact	mummer_exact
3967434	3967457	24 bp;mummer_exact	mummer_exact
3967476	3967499	24 bp;mummer_exact	mummer_exact
3979127	3979161	35 bp;mummer_exact	mummer_exact
3980188	3980242	55 bp;mummer_exact	mummer_exact
3982814	3982833	20 bp;mummer_exact	mummer_exact
3983366	3983411	46 bp;mummer_exact	mummer_exact
3983589	3983619	31 bp;mummer_exact	mummer_exact
3983762	3983788	27 bp;mummer_exact	mummer_exact
3984038	3984060	23 bp;mummer_exact	mummer_exact
3988096	3988849	754 bp;camila	ID=to_be_set;note=insertion element IS1 protein InsB
3997377	3997396	20 bp;mummer_exact	mummer_exact
3999487	3999506	20 bp;mummer_exact	mummer_exact
4002872	4002891	20 bp;mummer_exact	mummer_exact
4009343	4009550	208 bp;mummer_exact	mummer_exact
4012729	4012751	23 bp;mummer_exact	mummer_exact
4022782	4022803	22 bp;mummer_exact	mummer_exact
4022916	4022938	23 bp;mummer_repeat	ID=to_be_set;note=repeated+at+793584..793606+%28100%+in+23+bp%29;colour=1
4028813	4028843	31 bp;mummer_exact	mummer_exact
4032887	4032912	26 bp;mummer_exact	mummer_exact
4032975	4033187	213 bp;mummer_exact	mummer_exact
4034956	4034987	32 bp;mummer_exact	mummer_exact
4047683	4047702	20 bp;mummer_exact	mummer_exact
4054868	4054896	29 bp;mummer_exact	mummer_exact
4059017	4059061	45 bp;mummer_repeat	ID=to_be_set;note=repeated+at+3316176..3316156+%28100%+in+21+bp%29;colour=1
4059973	4059992	20 bp;mummer_exact	mummer_exact
4063955	4064311	357 bp;camila	ID=to_be_set;note=phage-like lysozyme
4066981	4067000	20 bp;mummer_exact	mummer_exact
4077038	4077066	29 bp;mummer_exact	mummer_exact
4077590	4077611	22 bp;mummer_repeat	ID=to_be_set;note=repeated+at+1599988..1599967+%28100%+in+22+bp%29;colour=1
4090732	4090751	20 bp;mummer_exact	mummer_exact
4094157	4094183	27 bp;mummer_exact	mummer_exact
4094211	4094240	30 bp;mummer_exact	mummer_exact
4100272	4100295	24 bp;mummer_exact	mummer_exact
4103599	4103620	22 bp;mummer_repeat	ID=to_be_set;note=repeated+at+4103620..4103599+%28100%+in+22+bp%29;colour=1
4110121	4110148	28 bp;mummer_exact	mummer_exact
4110566	4110591	26 bp;mummer_exact	mummer_exact
4110983	4111009	27 bp;mummer_exact	mummer_exact
4111029	4111050	22 bp;mummer_exact	mummer_exact
4111549	4111568	20 bp;mummer_exact	mummer_exact
4111653	4111684	32 bp;mummer_repeat	ID=to_be_set;note=repeated+at+3778171..3778202+%28100%+in+32+bp%29;colour=1
4112670	4112695	26 bp;mummer_exact	mummer_exact
4113087	4113113	27 bp;mummer_exact	mummer_exact
4113133	4113154	22 bp;mummer_exact	mummer_exact
4113502	4113607	106 bp;camila	"ID=to_be_set;note=region of DNA repeat, similar to 4111391..4111496.	db_xref=GeneID:1250463"""
4119343	4119417	75 bp;mummer_exact	mummer_exact
4122309	4122330	22 bp;mummer_repeat	ID=to_be_set;note=repeated+at+1616097..1616076+%28100%+in+22+bp%29;colour=1
4128471	4128490	20 bp;mummer_exact	mummer_exact
4130217	4130240	24 bp;mummer_exact	mummer_exact
4132423	4132451	29 bp;mummer_exact	mummer_exact
4132473	4132510	38 bp;mummer_exact	mummer_exact
4132582	4132601	20 bp;mummer_exact	mummer_exact
4134092	4134111	20 bp;mummer_exact	mummer_exact
4135762	4135789	28 bp;mummer_repeat	ID=to_be_set;note=repeated+at+871153..871180+%28100%+in+28+bp%29;colour=1
4137316	4137362	47 bp;mummer_exact	mummer_exact
4147030	4147109	80 bp;mummer_exact	mummer_exact
4150936	4150966	31 bp;mummer_exact	mummer_exact
4158794	4158830	37 bp;mummer_exact	mummer_exact
4163379	4163407	29 bp;mummer_exact	mummer_exact
4163849	4163868	20 bp;mummer_exact	mummer_exact
4169205	4169226	22 bp;mummer_repeat	ID=to_be_set;note=repeated+at+537124..537145+%28100%+in+22+bp%29;colour=1
4170545	4170567	23 bp;mummer_exact	mummer_exact
4172188	4172207	20 bp;mummer_exact	mummer_exact
4176122	4176152	31 bp;mummer_exact	mummer_exact
4176181	4176205	25 bp;mummer_exact	mummer_exact
4200076	4200140	65 bp;mummer_exact	mummer_exact
4201484	4201504	21 bp;mummer_exact	mummer_exact
4203023	4203108	86 bp;mummer_exact	mummer_exact
4203404	4203423	20 bp;mummer_exact	mummer_exact
4206304	4206347	44 bp;mummer_exact	mummer_exact
4210511	4210531	21 bp;mummer_exact	mummer_exact
4210927	4210946	20 bp;mummer_exact	mummer_exact
4214721	4214755	35 bp;mummer_exact	mummer_exact
4217743	4217767	25 bp;mummer_exact	mummer_exact
4218597	4218622	26 bp;mummer_exact	mummer_exact
4219139	4219162	24 bp;mummer_exact	mummer_exact
4219773	4219792	20 bp;mummer_exact	mummer_exact
4223235	4223268	34 bp;mummer_exact	mummer_exact
4230018	4230093	76 bp;mummer_exact	mummer_exact
4230116	4231194	1079 bp;mummer_exact	mummer_exact
4246641	4246665	25 bp;mummer_exact	mummer_exact
4250066	4250085	20 bp;mummer_exact	mummer_exact
4257189	4259082	1894 bp;mummer_exact	mummer_exact
4259266	4262609	3344 bp;mummer_exact	mummer_exact
4262656	4262910	255 bp;mummer_exact	mummer_exact
4267678	4267713	36 bp;mummer_exact	mummer_exact
4269522	4269581	60 bp;mummer_exact	mummer_exact
4270521	4270555	35 bp;mummer_exact	mummer_exact
4270583	4270615	33 bp;mummer_exact	mummer_exact
4271914	4271935	22 bp;mummer_exact	mummer_exact
4274517	4274551	35 bp;mummer_exact	mummer_exact
4274601	4274621	21 bp;mummer_repeat	ID=to_be_set;note=repeated+at+3227997..3227977+%28100%+in+21+bp%29;colour=1
4281408	4281427	20 bp;mummer_exact	mummer_exact
4283484	4283504	21 bp;mummer_exact	mummer_exact
4285148	4285167	20 bp;mummer_exact	mummer_exact
4286929	4286954	26 bp;mummer_exact	mummer_exact
4286973	4286995	23 bp;mummer_exact	mummer_exact
4291156	4291176	21 bp;mummer_exact	mummer_exact
4294361	4294437	77 bp;mummer_exact	mummer_exact
4296228	4296247	20 bp;mummer_exact	mummer_exact
4296400	4296426	27 bp;mummer_repeat	ID=to_be_set;note=repeated+at+904444..904470+%28100%+in+27+bp%29;colour=1
4305024	4305058	35 bp;mummer_exact	mummer_exact
4305078	4305104	27 bp;mummer_exact	mummer_exact
4310250	4310492	243 bp;camila	ID=to_be_set;note=phage shock protein G
4314253	4314273	21 bp;mummer_exact	mummer_exact
4314297	4314323	27 bp;mummer_exact	mummer_exact
4331188	4331207	20 bp;mummer_exact	mummer_exact
4331882	4332046	165 bp;mummer_exact	mummer_exact
4332084	4332109	26 bp;mummer_exact	mummer_exact
4332636	4332661	26 bp;mummer_exact	mummer_exact
4332701	4332759	59 bp;mummer_exact	mummer_exact
4332974	4332998	25 bp;mummer_exact	mummer_exact
4333571	4333595	25 bp;mummer_exact	mummer_exact
4333676	4333953	278 bp;mummer_exact	mummer_exact
4333984	4334109	126 bp;mummer_exact	mummer_exact
4334161	4334193	33 bp;mummer_exact	mummer_exact
4334252	4334316	65 bp;mummer_exact	mummer_exact
4334423	4334443	21 bp;mummer_exact	mummer_exact
4334479	4334498	20 bp;mummer_exact	mummer_exact
4334879	4335156	278 bp;mummer_exact	mummer_exact
4335187	4335312	126 bp;mummer_exact	mummer_exact
4335364	4335399	36 bp;mummer_exact	mummer_exact
4335455	4335519	65 bp;mummer_exact	mummer_exact
4335681	4335706	26 bp;mummer_exact	mummer_exact
4336045	4336064	20 bp;mummer_exact	mummer_exact
4348832	4348855	24 bp;mummer_exact	mummer_exact
4354473	4354493	21 bp;mummer_exact	mummer_exact
4358695	4358714	20 bp;mummer_exact	mummer_exact
4359414	4359433	20 bp;mummer_exact	mummer_exact
4362731	4362754	24 bp;mummer_exact	mummer_exact
4365664	4365701	38 bp;mummer_exact	mummer_exact
4366717	4366739	23 bp;mummer_exact	mummer_exact
4366762	4366781	20 bp;mummer_exact	mummer_exact
4369480	4369542	63 bp;mummer_exact	mummer_exact
4369558	4369592	35 bp;mummer_exact	mummer_exact
4372235	4372254	20 bp;mummer_exact	mummer_exact
4373193	4373212	20 bp;mummer_exact	mummer_exact
4390409	4390433	25 bp;mummer_exact	mummer_exact
4390515	4390595	81 bp;mummer_exact	mummer_exact
4390663	4390684	22 bp;mummer_exact	mummer_exact
4390732	4390766	35 bp;mummer_exact	mummer_exact
4391351	4391370	20 bp;mummer_exact	mummer_exact
4391692	4391717	26 bp;mummer_exact	mummer_exact
4391761	4391783	23 bp;mummer_exact	mummer_exact
4400053	4400074	22 bp;mummer_exact	mummer_exact
4400856	4400881	26 bp;mummer_exact	mummer_exact
4406964	4407014	51 bp;mummer_exact	mummer_exact
4407041	4407064	24 bp;mummer_exact	mummer_exact
4407090	4407109	20 bp;mummer_exact	mummer_exact
4407198	4407234	37 bp;mummer_exact	mummer_exact
4407306	4407331	26 bp;mummer_exact	mummer_exact
4407407	4407462	56 bp;mummer_exact	mummer_exact
4407528	4407555	28 bp;mummer_exact	mummer_exact
4407704	4407726	23 bp;mummer_exact	mummer_exact
4407752	4407801	50 bp;mummer_exact	mummer_exact
4409517	4409568	52 bp;mummer_exact	mummer_exact
4410683	4412047	1365 bp;camila	"ID=to_be_set;note=Similar to Bacteriophage P1 Ban helicase TR:O80281	note=Similar to Bacteriophage P1 Ban helicase TR:O80281"
4417254	4417293	40 bp;mummer_exact	mummer_exact
4417310	4417504	195 bp;mummer_exact	mummer_exact
4417530	4417633	104 bp;mummer_exact	mummer_exact
4417652	4417697	46 bp;mummer_exact	mummer_exact
4419659	4419679	21 bp;mummer_exact	mummer_exact
4421086	4421114	29 bp;mummer_exact	mummer_exact
4421136	4421254	119 bp;mummer_exact	mummer_exact
4425948	4425968	21 bp;mummer_repeat	ID=to_be_set;note=repeated+at+595217..595237+%28100%+in+21+bp%29;colour=1
4427909	4427928	20 bp;mummer_exact	mummer_exact
4461841	4461863	23 bp;mummer_exact	mummer_exact
4461980	4462008	29 bp;mummer_exact	mummer_exact
4462112	4462133	22 bp;mummer_exact	mummer_exact
4462235	4462254	20 bp;mummer_exact	mummer_exact
4462399	4462471	73 bp;mummer_exact	mummer_exact
4464490	4464518	29 bp;mummer_exact	mummer_exact
4464540	4464649	110 bp;mummer_exact	mummer_exact
4473840	4507385	33.5kb sopE phage	
4508227	4508251	25 bp;mummer_exact	mummer_exact
4508373	4508399	27 bp;mummer_exact	mummer_exact
4508593	4508613	21 bp;mummer_exact	mummer_exact
4509195	4509216	22 bp;mummer_exact	mummer_exact
4509278	4509305	28 bp;mummer_exact	mummer_exact
4518274	4518986	713 bp;camila	ID=to_be_set;note=insertion element IS1 protein
4528781	4529074	294 bp;mummer_exact	mummer_exact
4530152	4530202	51 bp;mummer_exact	mummer_exact
4530229	4530252	24 bp;mummer_exact	mummer_exact
4530278	4530297	20 bp;mummer_exact	mummer_exact
4530386	4530422	37 bp;mummer_exact	mummer_exact
4530494	4530519	26 bp;mummer_exact	mummer_exact
4530595	4530650	56 bp;mummer_exact	mummer_exact
4530716	4530743	28 bp;mummer_exact	mummer_exact
4530892	4530914	23 bp;mummer_exact	mummer_exact
4530940	4530989	50 bp;mummer_exact	mummer_exact
4539651	4539686	36 bp;mummer_repeat	ID=to_be_set;note=repeated+at+4539686..4539651+%28100%+in+36+bp%29;colour=1
4539721	4539797	77 bp;mummer_exact	mummer_exact
4539839	4539915	77 bp;mummer_exact	mummer_exact
4539935	4540023	89 bp;mummer_exact	mummer_exact
4540043	4540069	27 bp;mummer_exact	mummer_exact
4540908	4540961	54 bp;mummer_exact	mummer_exact
4540997	4541054	58 bp;mummer_exact	mummer_exact
4541090	4541147	58 bp;mummer_exact	mummer_exact
4541508	4541539	32 bp;mummer_repeat	ID=to_be_set;note=repeated+at+4541539..4541508+%28100%+in+32+bp%29;colour=1
4541576	4541770	195 bp;mummer_exact	mummer_exact
4541790	4541878	89 bp;mummer_exact	mummer_exact
4541898	4541924	27 bp;mummer_exact	mummer_exact
4542346	4542421	76 bp;mummer_exact	mummer_exact
4543059	4543123	65 bp;mummer_exact	mummer_exact
4548694	4548713	20 bp;mummer_exact	mummer_exact
4551429	4551448	20 bp;mummer_exact	mummer_exact
4553295	4553318	24 bp;mummer_exact	mummer_exact
4565712	4565798	87 bp;mummer_repeat	ID=to_be_set;note=repeated+at+628589..628568+%28100%+in+22+bp%29;colour=1
4573000	4573077	78 bp;mummer_exact	mummer_exact
4573157	4573181	25 bp;mummer_repeat	ID=to_be_set;note=repeated+at+655203..655182+%28100%+in+22+bp%29;colour=1
4573232	4573309	78 bp;mummer_exact	mummer_exact
4577488	4577510	23 bp;mummer_repeat	ID=to_be_set;note=repeated+at+2997365..2997343+%28100%+in+23+bp%29;colour=1
4578239	4578259	21 bp;mummer_repeat	ID=to_be_set;note=repeated+at+302780..302800+%28100%+in+21+bp%29;colour=1
4584580	4584599	20 bp;mummer_exact	mummer_exact
4589900	4589930	31 bp;mummer_repeat	ID=to_be_set;note=repeated+at+3362591..3362621+%28100%+in+31+bp%29;colour=1
4598980	4598999	20 bp;mummer_exact	mummer_exact
4603341	4603360	20 bp;mummer_exact	mummer_exact
4604561	4604583	23 bp;mummer_exact	mummer_exact
4607206	4607225	20 bp;mummer_exact	mummer_exact
4610119	4610139	21 bp;mummer_exact	mummer_exact
4621993	4622191	199 bp;mummer_exact	mummer_exact
4622211	4622275	65 bp;mummer_exact	mummer_exact
4622337	4622708	372 bp;mummer_exact	mummer_exact
4624285	4624318	34 bp;mummer_exact	mummer_exact
4637154	4637236	83 bp;mummer_exact	mummer_exact
4637758	4637777	20 bp;mummer_exact	mummer_exact
4639541	4639560	20 bp;mummer_exact	mummer_exact
4639773	4639792	20 bp;mummer_exact	mummer_exact
4642515	4642535	21 bp;mummer_exact	mummer_exact
4648529	4648556	28 bp;mummer_exact	mummer_exact
4648593	4648614	22 bp;mummer_exact	mummer_exact
4657402	4657425	24 bp;mummer_repeat	ID=to_be_set;note=repeated+at+3886179..3886202+%28100%+in+24+bp%29;colour=1
4657582	4657602	21 bp;mummer_repeat	ID=to_be_set;note=repeated+at+691271..691291+%28100%+in+21+bp%29;colour=1
4660648	4660667	20 bp;mummer_exact	mummer_exact
4661012	4661033	22 bp;mummer_repeat	ID=to_be_set;note=repeated+at+4661033..4661012+%28100%+in+22+bp%29;colour=1
4661827	4661851	25 bp;mummer_exact	mummer_exact
4662709	4662728	20 bp;mummer_exact	mummer_exact
4664370	4664401	32 bp;mummer_exact	mummer_exact
4664417	4664439	23 bp;mummer_exact	mummer_exact
4667755	4667774	20 bp;mummer_exact	mummer_exact
